BusinessPartner;PersonFullName;BusinessPartnerCategory;LastChangeDate;LastChangeTime
000444;Mr. Allen Gahl;1;2021-12-29;03:33:06
000445;Mr. Walter Gahl;1;2023-09-08;06:14:23
000446;Mr. Achim Benjamin;1;2024-10-01;05:48:04
000447;Mr. Andreas Benjamin;1;2021-07-07;12:53:05
000448;Mrs. Annemarie Benjamin;1;2023-11-04;05:22:42
000449;Mr. James Benjamin;1;2022-10-12;16:17:45
000450;Mrs. Marta Benjamin;1;2021-03-31;04:13:55
000451;Mr. Siegfried Benjamin;1;2021-09-07;21:20:14
000452;Mr. Kurt Benjamin;1;2022-12-13;14:57:25
000453;Mrs. Sophie Benjamin;1;2022-08-09;05:12:59
000454;Mr. Guillermo Benjamin;1;2021-06-28;15:03:42
000455;Mr. Andrej Benjamin;1;2023-06-22;15:15:42
000456;Mrs. Ulla Benjamin;1;2023-11-01;12:32:16
000457;Mr. Georg Benjamin;1;2024-05-26;21:40:31
000458;Mr. Christoph Miguel;1;2024-05-05;01:16:42
000459;Mrs. Amelie Miguel;1;2023-11-02;12:35:44
000460;Mr. Johannes Miguel;1;2023-12-29;15:23:14
000461;Mrs. Ida Miguel;1;2022-10-31;12:55:44
000462;Mrs. Claire Miguel;1;2023-07-19;22:26:03
000463;Mrs. Gisela Miguel;1;2024-08-27;08:14:15
000464;Mr. Volker Miguel;1;2022-11-27;23:04:56
000465;Mrs. Ida Miguel;1;2022-05-21;01:47:46
000466;Mrs. Ruth Miguel;1;2022-04-27;03:57:44
000467;Mr. Juan Miguel;1;2021-07-03;11:32:12
000468;Mr. Christoph Miguel;1;2023-03-26;07:32:10
000469;Mr. August Miguel;1;2023-02-09;13:33:06
000470;Mr. Thomas Miguel;1;2024-09-20;17:46:51
000471;Mrs. Anna Weiss;1;2023-11-04;07:15:39
000472;Mr. Ludwig Weiss;1;2021-02-11;18:43:35
000473;Mr. Holm Weiss;1;2022-05-26;08:31:58
000474;Mr. Lee Weiss;1;2021-01-04;23:55:23
000475;Mrs. Irmtraut Weiss;1;2021-04-20;05:58:55
000476;Mrs. Amelie Sessler;1;2023-05-05;18:18:12
000477;Mr. Walter Sessler;1;2021-01-24;17:56:35
000478;Mr. Dominik Sessler;1;2022-12-30;12:26:09
000479;Mr. Pierre Sessler;1;2021-09-27;12:17:19
000480;Mr. Andrej Sessler;1;2022-08-03;17:39:24
000481;Mrs. Kristina Sessler;1;2023-11-12;06:47:43
000482;Mr. Max Sessler;1;2021-08-15;09:38:23
000483;Mrs. Gisela Sessler;1;2024-05-28;06:57:12
000484;Mr. Andreas Montero;1;2021-03-29;03:43:42
000485;Mrs. Ruth Montero;1;2023-07-28;14:47:48
000486;Mrs. Christine Montero;1;2021-08-07;01:39:23
000487;Mr. Volker Montero;1;2021-08-01;15:05:30
000488;Mrs. Gisela Montero;1;2021-05-05;14:58:00
000489;Mr. Benjamin Montero;1;2024-11-14;01:18:12
000490;Mr. Illya Montero;1;2024-10-31;11:17:36
000491;Mrs. Marta Montero;1;2023-01-03;23:56:33
000492;Mr. Thilo Montero;1;2023-03-08;08:10:23
000493;Mr. Jean Montero;1;2024-07-29;20:53:51
000494;Mrs. Laura Montero;1;2024-01-05;00:09:19
000495;Mr. Lothar Montero;1;2022-05-22;16:41:36
000496;Mrs. Christa Montero;1;2023-08-17;11:27:40
000497;Mr. Illya Montero;1;2024-12-31;10:27:10
000498;Mrs. Uli Domenech;1;2023-05-26;14:29:40
000499;Mrs. Claire Domenech;1;2024-05-11;03:00:14
000500;Mrs. Mathilde Domenech;1;2024-08-21;22:58:27
000501;Mrs. Uli Domenech;1;2024-08-01;22:56:42
000502;Mrs. Ida Domenech;1;2022-10-13;19:02:30
000503;Mr. Adam Domenech;1;2024-12-16;11:21:01
000504;Mr. August Domenech;1;2022-02-18;00:10:03
000505;Mr. Pierre Moyano;1;2022-11-20;14:52:59
000506;Mr. Stephen Moyano;1;2024-07-20;21:22:52
000507;Mr. August Moyano;1;2023-08-22;16:36:26
000508;Mr. Matthias Moyano;1;2023-04-16;01:02:31
000509;Mr. Jean Moyano;1;2021-02-16;22:48:28
000510;Mrs. Amelie Moyano;1;2021-01-12;20:50:43
000511;Mr. Achim Moyano;1;2021-11-04;14:48:29
000512;Mr. Christoph Moyano;1;2024-04-17;03:50:20
000513;Mr. Guillermo Moyano;1;2024-02-13;19:10:35
000514;Mr. Holm Moyano;1;2022-11-15;00:49:03
000515;Mr. Matthias Moyano;1;2022-08-29;23:04:51
000516;Mr. Achim Moyano;1;2023-06-30;07:24:59
000517;Mr. Guenther Moyano;1;2024-05-14;01:00:27
000518;Mr. Johann Moyano;1;2023-06-05;03:17:05
000519;Mr. Max Moyano;1;2024-05-15;22:05:25
000520;Mr. Dominik Sommer;1;2023-07-01;05:58:22
000521;Mr. Volker Sommer;1;2021-08-06;16:03:01
000522;Mr. Peter Sommer;1;2022-03-31;13:07:15
000523;Mrs. Anne Marie Sommer;1;2023-07-27;18:57:51
000524;Mrs. Uli Sommer;1;2024-10-26;08:30:26
000525;Mr. Jean Luc Sommer;1;2023-04-16;01:53:10
000526;Mr. Harish Sommer;1;2021-08-22;00:35:17
000527;Mrs. Astrid Sommer;1;2024-03-04;23:53:22
000528;Mrs. Annemarie Sommer;1;2021-03-25;20:26:19
000529;Mr. Thilo Sommer;1;2022-12-26;23:57:14
000530;Mrs. Christine Sommer;1;2023-04-02;01:02:43
000531;Mrs. Gisela Sommer;1;2021-02-25;09:47:38
000532;Mr. Ludwig Schneider;1;2023-10-14;07:22:38
000533;Mrs. Laura Schneider;1;2022-06-15;00:15:57
000534;Mrs. Anna Schneider;1;2023-08-21;20:22:56
000535;Mr. Guillermo Schneider;1;2023-01-30;08:29:26
000536;Mr. Holm Schneider;1;2022-05-04;19:41:32
000537;Mr. Johannes Schneider;1;2023-02-06;17:30:56
000538;Mr. Friedrich Schneider;1;2023-07-30;00:33:59
000539;Mr. Juan Schneider;1;2023-11-29;19:02:01
000540;Mr. August Schneider;1;2022-04-25;07:55:02
000541;Mr. Andrej Schneider;1;2023-04-09;23:34:11
000542;Mrs. Cindy Schneider;1;2021-05-25;03:47:37
000543;Mr. Lee Schneider;1;2022-05-20;12:03:54
000544;Mr. Simon Eichbaum;1;2022-11-08;03:37:45
000545;Mrs. Cindy Eichbaum;1;2023-10-14;15:47:50
000546;Mr. Simon Eichbaum;1;2023-12-11;18:05:30
000547;Mr. Dominik Eichbaum;1;2021-01-06;12:04:42
000548;Mrs. Christa Eichbaum;1;2022-12-25;06:53:55
000549;Mr. Juan Eichbaum;1;2024-04-03;22:41:02
000550;Mr. Thilo Eichbaum;1;2021-10-21;14:56:46
000551;Mr. James Eichbaum;1;2024-08-18;12:32:50
000552;Mr. Horst Eichbaum;1;2022-06-25;12:51:16
000553;Mrs. Anne Marie Gueldenpfennig;1;2024-01-09;18:55:54
000554;Mr. Kurt Gueldenpfennig;1;2024-09-17;22:11:51
000555;Mrs. Laura Gueldenpfennig;1;2023-12-22;11:35:38
000556;Mr. Juan Gueldenpfennig;1;2022-03-01;06:52:16
000557;Mrs. Ulla Gueldenpfennig;1;2024-10-02;04:36:33
000558;Mr. Felix de Gueldenpfennig;1;2023-06-19;19:59:41
000559;Mr. Stephen de Gueldenpfennig;1;2023-01-20;12:49:21
000560;Mr. Pierre de Gueldenpfennig;1;2024-06-08;23:56:10
000561;Mr. Volker de Gueldenpfennig;1;2024-02-12;14:40:01
000562;Mr. Walter de Gueldenpfennig;1;2024-03-19;20:05:24
000563;Mr. Salvador de Gueldenpfennig;1;2022-01-07;14:31:55
000564;Mr. Florian us de Gueldenpfennig;1;2024-03-25;18:11:22
000565;Mrs. Cindy us de Gueldenpfennig;1;2021-06-21;09:33:29
000566;Mr. Georg Sudhoff;1;2024-05-08;11:26:57
000567;Mr. Jean Sudhoff;1;2021-05-07;07:34:11
000568;Mr. Matthias Sudhoff;1;2024-08-01;12:27:46
000569;Mr. James Sudhoff;1;2024-04-15;08:50:41
000570;Mrs. Gisela Sudhoff;1;2024-10-15;22:36:44
000571;Mr. Roland Sudhoff;1;2021-05-21;14:03:51
000572;Mr. Benjamin Sudhoff;1;2021-08-13;19:20:17
000573;Mr. Roland Sudhoff;1;2021-12-24;09:52:37
000574;Mrs. Chantal Sudhoff;1;2024-05-09;23:12:12
000575;Mrs. Anneliese Sudhoff;1;2022-07-12;11:48:24
000576;Mr. Roland Sudhoff;1;2021-09-28;16:50:05
000577;Mrs. Ruth Sudhoff;1;2024-01-26;04:00:39
000578;Mr. Jean Sudhoff;1;2022-07-04;17:26:51
000579;Mr. Lothar Lautenbach;1;2024-02-04;00:40:40
000580;Mr. Pierre Lautenbach;1;2024-01-02;06:54:33
000581;Mr. Andreas Lautenbach;1;2021-07-04;04:49:45
000582;Mr. Illya Lautenbach;1;2023-07-19;08:43:54
000583;Mr. Illya Lautenbach;1;2024-11-25;13:33:34
000584;Mr. Ludwig Lautenbach;1;2024-03-24;14:23:09
000585;Mrs. Anne Marie Lautenbach;1;2022-07-24;16:38:12
000586;Mrs. Cindy Lautenbach;1;2021-09-27;00:00:31
000587;Mr. Harish Lautenbach;1;2023-06-10;03:02:25
000588;Mrs. Ida Lautenbach;1;2021-04-27;01:01:06
000589;Mr. Jean Lautenbach;1;2023-06-07;13:57:20
000590;Mrs. e Irmtraut Lautenbach;1;2022-07-17;22:07:21
000591;Mr.  Christoph Lautenbach;1;2022-01-28;21:45:02
000592;Mrs. Uli Ryan;1;2024-03-01;14:30:43
000593;Mr. Siegfried Ryan;1;2022-11-14;13:29:17
000594;Mr. Illya Ryan;1;2021-04-11;16:32:05
000595;Mr. Juan Ryan;1;2024-12-27;08:31:08
000596;Mr. Salvador Ryan;1;2024-01-21;16:05:59
000597;Mrs. Cindy Ryan;1;2021-01-30;06:36:19
000598;Mr. Ludwig Ryan;1;2023-01-16;00:06:42
000599;Mrs. Chantal Ryan;1;2023-09-25;07:00:19
000600;Mrs. Irmtraut Ryan;1;2024-09-09;16:44:16
000601;Mr. Felix Ryan;1;2024-12-27;10:47:51
000602;Mr. Hendrik Prinz;1;2022-02-27;04:25:12
000603;Mr. Florian Prinz;1;2023-02-16;06:49:08
000604;Mrs. Irene Prinz;1;2021-05-22;01:24:11
000605;Mr. Volker Prinz;1;2024-06-21;01:40:19
000606;Mr. Peter Prinz;1;2023-02-28;13:39:53
000607;Mr. Felix Prinz;1;2024-10-28;01:12:05
000608;Mr. Benjamin Prinz;1;2024-02-26;21:26:26
000609;Mr. Pierre Prinz;1;2023-10-14;08:53:00
000610;Mr. Guillermo Prinz;1;2021-07-13;01:43:54
000611;Mr. Thilo Deichgraeber;1;2023-02-17;10:43:41
000612;Mrs. Christa de Deichgraeber;1;2023-10-27;11:44:57
000613;Mrs. Theresia us de Deichgraeber;1;2023-02-17;17:31:52
000614;Mr. Felix Deichgraeber;1;2023-09-18;18:47:08
000615;Mrs. Theresia us de Deichgraeber;1;2024-11-26;14:42:43
000616;Mr. Illya Deichgraeber;1;2021-08-23;17:04:18
000617;Mr. Juan Deichgraeber;1;2024-06-08;09:15:26
000618;Mrs. Ulla Deichgraeber;1;2024-06-30;19:24:37
000619;Mr. Johann Deichgraeber;1;2024-09-08;10:35:04
000620;Mr. Stephen Pan;1;2024-04-18;15:16:20
000621;Mr. Lee Pan;1;2024-03-31;17:50:27
000622;Mr. Walter Pan;1;2023-10-14;04:35:43
000623;Mr. Pierre Pan;1;2023-08-28;00:51:38
000624;Mr. Benjamin Pan;1;2023-04-08;06:27:06
000625;Mr. Siegfried Pan;1;2022-09-22;13:49:05
000626;Mr. Johannes Pan;1;2022-09-22;12:48:42
000627;Mr. Allen Pan;1;2022-10-25;00:22:21
000628;Mr. Allen Pan;1;2022-08-28;09:49:54
000629;Mrs. Ruth Pan;1;2022-10-08;11:58:29
000630;Mrs. Chantal Pan;1;2022-11-28;22:36:58
000631;Mrs. Claire Pan;1;2024-05-27;23:00:19
000632;Mrs. Sophie Lindwurm;1;2021-01-02;12:25:06
000633;Mr. Walter Lindwurm;1;2023-04-06;06:33:24
000634;Mr. Illya Lindwurm;1;2024-09-16;08:42:03
000635;Mrs. Theresia Lindwurm;1;2022-07-01;20:49:23
000636;Mrs. Cindy Lindwurm;1;2022-07-28;14:30:29
000637;Mrs. Kristina Lindwurm;1;2022-05-26;09:02:26
000638;Mr. James Kirk;1;2021-02-05;02:55:05
000639;Mr. Johannes Kirk;1;2022-12-20;21:29:54
000640;Mrs. Kristina Kirk;1;2024-12-02;09:37:07
000641;Mr. Christoph Kirk;1;2021-08-10;18:28:36
000642;Mr. Juan Kirk;1;2022-03-10;19:14:57
000643;Mr. Horst Kirk;1;2023-01-29;23:28:05
000644;Mr. Roland Picard;1;2024-06-21;07:04:02
000645;Mr. Thomas Picard;1;2023-12-22;16:59:30
000646;Mr. Stephen Picard;1;2023-01-24;02:31:57
000647;Mrs. Ruth Picard;1;2023-10-13;17:48:38
000648;Mr. Matthias Picard;1;2024-11-17;14:48:31
000649;Mr. Felix Picard;1;2021-01-12;22:55:48
000650;Mrs. Christa Picard;1;2022-04-11;09:32:51
000651;Mr. Matthias Picard;1;2022-12-05;05:03:22
000652;Mrs. Anneliese Sisko;1;2021-02-20;13:55:49
000653;Mrs. Irene Sisko;1;2024-02-04;09:47:30
000654;Mr. James Sisko;1;2022-06-28;12:36:28
000655;Mrs. Amelie Sisko;1;2022-03-09;17:38:22
000656;Mr. Roland Sisko;1;2023-08-07;15:18:14
000657;Mr. Lee Sisko;1;2024-01-08;15:12:33
000658;Mr. Andreas Sisko;1;2021-03-22;12:54:01
000659;Mr. Achim Sisko;1;2022-07-16;01:54:52
000660;Mr. Pierre Sisko;1;2022-02-27;07:11:26
000661;Mr. Holm Sisko;1;2021-10-06;01:21:53
000662;Mrs. Theresia Sisko;1;2022-03-23;14:13:39
000663;Mr. Walter Sisko;1;2023-05-25;21:28:13
000664;Mr. Kurt Madeira;1;2022-04-27;01:40:33
000665;Mr. Harish Madeira;1;2024-04-08;12:51:24
000666;Mrs. Theresia Madeira;1;2024-03-14;21:33:10
000667;Mr. Siegfried Madeira;1;2023-05-11;15:34:09
000668;Mr. Holm Madeira;1;2024-11-06;17:28:08
000669;Mr. Christoph Madeira;1;2021-09-18;16:09:51
000670;Mr. Christoph Madeira;1;2024-03-30;01:49:05
000671;Mr. Andrej Madeira;1;2022-02-16;20:53:34
000672;Mrs. Cindy Madeira;1;2022-09-24;08:07:17
000673;Mr. Guenther Madeira;1;2022-12-22;10:39:03
000674;Mr. Stephen Madeira;1;2023-09-13;02:57:46
000675;Mr. Stephen Madeira;1;2022-05-07;17:15:18
000676;Mrs. Anneliese Madeira;1;2022-10-24;07:22:38
000677;Mr. Jean Meier;1;2022-04-27;13:50:52
000678;Mrs. Mathilde Meier;1;2023-10-15;22:57:31
000679;Mrs. Laura Meier;1;2023-01-08;14:42:39
000680;Mr. Roland Meier;1;2021-10-03;17:28:11
000681;Mr. Hendrik Meier;1;2024-04-29;15:09:03
000682;Mr. Peter Rahn;1;2024-12-12;15:33:56
000683;Mr. Jean Luc Rahn;1;2022-11-29;18:11:56
000684;Mr. Matthias Rahn;1;2021-07-04;19:36:11
000685;Mrs. Jasmin Rahn;1;2022-12-18;22:54:31
000686;Mr. Hendrik Rahn;1;2022-10-01;03:07:57
000687;Mrs. Marta Rahn;1;2022-11-09;23:25:39
000688;Mr. Christoph Rahn;1;2023-03-18;09:19:02
000689;Mrs. Gisela Rahn;1;2022-09-07;23:41:06
000690;Mr. Siegfried Leisert;1;2021-06-25;20:55:19
000691;Mr. Walter Leisert;1;2022-01-19;09:42:54
000692;Mr. Fabio Leisert;1;2021-12-24;06:11:00
000693;Mr. Adam Leisert;1;2023-06-26;06:26:05
000694;Mrs. Ida Leisert;1;2021-11-24;16:56:32
000695;Mr. Hendrik Leisert;1;2024-07-25;18:14:52
000696;Mr. Johannes Leisert;1;2024-04-06;10:50:06
000697;Mrs. Amelie Leisert;1;2024-04-16;02:22:13
000698;Mr. Lothar Müller;1;2021-12-25;22:44:45
000699;Mr. Siegfried Müller;1;2022-06-03;11:27:00
000700;Mr. Fabio Müller;1;2022-05-04;00:47:06
000701;Mr. Holm Müller;1;2021-03-03;11:55:31
000702;Mrs. Irmtraut Müller;1;2021-06-06;09:43:47
000703;Mrs. Ulla Müller;1;2022-11-08;01:13:05
000704;Mrs. Anna Müller;1;2023-09-12;12:47:04
000705;Mr. Lee Müller;1;2023-10-10;05:44:04
000706;Mrs. Marta Müller;1;2024-06-28;15:13:03
000707;Mr. Adam Müller;1;2024-02-16;01:16:48
000708;Mr. Illya Müller;1;2021-01-31;11:17:00
000709;Mrs. Ulla Müller;1;2023-01-14;02:44:18
000710;Mrs. Theresia Müller;1;2021-12-09;22:46:20
000711;Mr. Lee Müller;1;2023-11-02;03:08:00
000712;Mr. Andreas Mustermann;1;2021-11-07;01:49:52
000713;Mr. Andreas Mustermann;1;2021-01-22;02:44:31
000714;Mrs. Irmtraut Mustermann;1;2023-09-16;21:16:42
000715;Mrs. Anna Mustermann;1;2024-12-17;01:24:56
000716;Mr. Peter Mustermann;1;2022-01-26;19:10:43
000717;Mr. Max Becker;1;2021-04-04;02:08:32
000718;Mr. Guillermo Becker;1;2021-07-24;05:29:00
000719;Mr. Christoph Becker;1;2023-12-13;20:14:35
000720;Mr. Salvador Becker;1;2024-10-17;16:31:51
000721;Mr. Volker Becker;1;2023-06-26;10:33:36
000722;Mr. Felix Becker;1;2021-06-20;07:26:59
000723;Mr. Fabio Fischer;1;2023-09-18;19:14:52
000724;Mr. Johannes Fischer;1;2024-05-25;05:44:16
000725;Mr. Peter Fischer;1;2024-10-19;02:30:21
000726;Mr. Thilo Fischer;1;2021-08-31;19:07:26
000727;Mr. Guillermo Fischer;1;2022-01-24;05:54:25
000728;Mr. Simon Fischer;1;2022-09-24;02:51:18
